op,bytes,provider,threads,trial,wall_ns_per_iter,cpu_ns_per_iter
parse_cdata_one,4194304,cand-on8,8,5,370399.5,1923500.0
parse_cdata_one,4194304,cand-on8,8,6,431889.5,1882000.0
parse_cdata_one,4194304,cand-auto16,16,6,358453.0,2720000.0
parse_cdata_one,4194304,cand-auto8,8,6,357321.0,1665500.0
parse_cdata_one,4194304,cand-off,1,6,1197315.5,1190000.0
parse_cdata_one,4194304,oracle,1,6,11710399.0,11690000.0
parse_cdata_one,4194304,oracle,1,7,10949862.0,10924500.0
parse_cdata_one,4194304,cand-off,1,7,1352124.0,1348500.0
parse_cdata_one,4194304,cand-auto8,8,7,442799.5,2129500.0
parse_cdata_one,4194304,cand-auto16,16,7,571024.0,2634500.0
parse_cdata_one,4194304,cand-on8,8,7,427286.0,2123000.0
parse_e2e,1048576,oracle,1,1,7756562.0,7747666.7
parse_e2e,1048576,cand-off,1,1,20874417.3,20848333.3
parse_e2e,1048576,cand-auto8,8,1,21781447.0,21750000.0
parse_e2e,1048576,cand-auto16,16,1,21720957.7,20875333.3
parse_e2e,1048576,cand-on8,8,1,21992577.0,21374000.0
parse_e2e,1048576,cand-on8,8,2,21198765.0,21174000.0
parse_e2e,1048576,cand-auto16,16,2,21361638.3,21333333.3
parse_e2e,1048576,cand-auto8,8,2,21678134.7,21020000.0
parse_e2e,1048576,cand-off,1,2,21334043.7,21305666.7
parse_e2e,1048576,oracle,1,2,7654221.3,7643333.3
parse_e2e,1048576,oracle,1,3,7541945.7,7533000.0
parse_e2e,1048576,cand-off,1,3,21200675.3,21177666.7
parse_e2e,1048576,cand-auto8,8,3,20878234.7,20859333.3
parse_e2e,1048576,cand-auto16,16,3,20826000.7,20805666.7
parse_e2e,1048576,cand-on8,8,3,20877884.0,20857666.7
parse_e2e,1048576,cand-on8,8,4,20869856.0,20851333.3
parse_e2e,1048576,cand-auto16,16,4,21028447.7,21005666.7
parse_e2e,1048576,cand-auto8,8,4,20847965.0,20827000.0
parse_e2e,1048576,cand-off,1,4,21134805.7,21111333.3
parse_e2e,1048576,oracle,1,4,7751295.7,7740666.7
parse_e2e,1048576,oracle,1,5,7802233.7,7795666.7
parse_e2e,1048576,cand-off,1,5,20849070.3,20802666.7
parse_e2e,1048576,cand-auto8,8,5,20999647.7,20974666.7
parse_e2e,1048576,cand-auto16,16,5,21107178.0,21087000.0
parse_e2e,1048576,cand-on8,8,5,20915678.0,20895666.7
parse_e2e,1048576,cand-on8,8,6,20421537.3,20396666.7
parse_e2e,1048576,cand-auto16,16,6,20994775.0,20974333.3
parse_e2e,1048576,cand-auto8,8,6,21612873.3,21273666.7
parse_e2e,1048576,cand-off,1,6,21003177.3,20973000.0
parse_e2e,1048576,oracle,1,6,7463509.7,7452666.7
parse_e2e,1048576,oracle,1,7,7457969.3,7446333.3
parse_e2e,1048576,cand-off,1,7,20998027.7,20973666.7
parse_e2e,1048576,cand-auto8,8,7,21033010.0,21015000.0
parse_e2e,1048576,cand-auto16,16,7,20896332.0,20873333.3
parse_e2e,1048576,cand-on8,8,7,20786069.7,20768000.0
parse_e2e,4194304,oracle,1,1,39334031.0,39281000.0
parse_e2e,4194304,cand-off,1,1,97159006.0,97046000.0
parse_e2e,4194304,cand-auto8,8,1,95443992.0,95357000.0
parse_e2e,4194304,cand-auto16,16,1,96138566.0,96043000.0
parse_e2e,4194304,cand-on8,8,1,100995903.0,100876000.0
parse_e2e,4194304,cand-on8,8,2,107108229.0,106993000.0
parse_e2e,4194304,cand-auto16,16,2,101090490.0,100983000.0
parse_e2e,4194304,cand-auto8,8,2,97079939.0,96954000.0
parse_e2e,4194304,cand-off,1,2,95208574.0,95122000.0
parse_e2e,4194304,oracle,1,2,38246315.0,38204000.0
parse_e2e,4194304,oracle,1,3,36701477.0,36662000.0
parse_e2e,4194304,cand-off,1,3,95478025.0,95388000.0
parse_e2e,4194304,cand-auto8,8,3,96590558.0,96494000.0
parse_e2e,4194304,cand-auto16,16,3,97705696.0,97568000.0
parse_e2e,4194304,cand-on8,8,3,96411545.0,96316000.0
parse_e2e,4194304,cand-on8,8,4,96887632.0,96782000.0
parse_e2e,4194304,cand-auto16,16,4,106160566.0,105719000.0
parse_e2e,4194304,cand-auto8,8,4,100329234.0,100212000.0
parse_e2e,4194304,cand-off,1,4,105984418.0,105855000.0
parse_e2e,4194304,oracle,1,4,38754332.0,37831000.0
parse_e2e,4194304,oracle,1,5,39601630.0,39548000.0
parse_e2e,4194304,cand-off,1,5,98130638.0,98028000.0
parse_e2e,4194304,cand-auto8,8,5,99705832.0,99552000.0
parse_e2e,4194304,cand-auto16,16,5,95126583.0,95032000.0
parse_e2e,4194304,cand-on8,8,5,96399785.0,96297000.0
parse_e2e,4194304,cand-on8,8,6,95688659.0,95554000.0
parse_e2e,4194304,cand-auto16,16,6,95484920.0,95389000.0
parse_e2e,4194304,cand-auto8,8,6,93447054.0,93358000.0
parse_e2e,4194304,cand-off,1,6,101684529.0,98284000.0
parse_e2e,4194304,oracle,1,6,37726397.0,36977000.0
parse_e2e,4194304,oracle,1,7,36550807.0,36509000.0
parse_e2e,4194304,cand-off,1,7,97927260.0,97815000.0
parse_e2e,4194304,cand-auto8,8,7,95837918.0,95718000.0
parse_e2e,4194304,cand-auto16,16,7,102126774.0,101998000.0
parse_e2e,4194304,cand-on8,8,7,99889326.0,99778000.0
parse_e2e,16777216,oracle,1,1,169206232.0,169008000.0
parse_e2e,16777216,cand-off,1,1,414881513.0,402411000.0
parse_e2e,16777216,cand-auto8,8,1,411721157.0,411198000.0
parse_e2e,16777216,cand-auto16,16,1,413333384.0,408803000.0
parse_e2e,16777216,cand-on8,8,1,408796304.0,408315000.0
parse_e2e,16777216,cand-on8,8,2,446241501.0,440127000.0
parse_e2e,16777216,cand-auto16,16,2,423027709.0,421711000.0
parse_e2e,16777216,cand-auto8,8,2,422827188.0,422231000.0
parse_e2e,16777216,cand-off,1,2,407103609.0,406579000.0
parse_e2e,16777216,oracle,1,2,169413395.0,169217000.0
parse_e2e,16777216,oracle,1,3,170423407.0,167655000.0
parse_e2e,16777216,cand-off,1,3,412035531.0,405454000.0
parse_e2e,16777216,cand-auto8,8,3,413996526.0,407650000.0
parse_e2e,16777216,cand-auto16,16,3,406193653.0,405821000.0
parse_e2e,16777216,cand-on8,8,3,403367429.0,403001000.0
parse_e2e,16777216,cand-on8,8,4,405519621.0,405136000.0
parse_e2e,16777216,cand-auto16,16,4,415674611.0,413793000.0
parse_e2e,16777216,cand-auto8,8,4,410506285.0,410092000.0
parse_e2e,16777216,cand-off,1,4,437897475.0,436754000.0
parse_e2e,16777216,oracle,1,4,168992629.0,168797000.0
parse_e2e,16777216,oracle,1,5,170696824.0,170518000.0
parse_e2e,16777216,cand-off,1,5,413064568.0,412590000.0
parse_e2e,16777216,cand-auto8,8,5,412225386.0,411843000.0
parse_e2e,16777216,cand-auto16,16,5,409354380.0,408927000.0
parse_e2e,16777216,cand-on8,8,5,398795922.0,398364000.0
parse_e2e,16777216,cand-on8,8,6,406956066.0,406596000.0
parse_e2e,16777216,cand-auto16,16,6,414649480.0,414176000.0
parse_e2e,16777216,cand-auto8,8,6,406991366.0,406591000.0
parse_e2e,16777216,cand-off,1,6,515590724.0,514800000.0
parse_e2e,16777216,oracle,1,6,172027169.0,171829000.0
parse_e2e,16777216,oracle,1,7,170489426.0,170297000.0
parse_e2e,16777216,cand-off,1,7,414235188.0,413816000.0
parse_e2e,16777216,cand-auto8,8,7,410269611.0,409857000.0
parse_e2e,16777216,cand-auto16,16,7,411624798.0,411015000.0
parse_e2e,16777216,cand-on8,8,7,403608416.0,403247000.0
parse_e2e,67108864,oracle,1,1,655324678.0,654680000.0
parse_e2e,67108864,cand-off,1,1,1610310039.0,1608786000.0
parse_e2e,67108864,cand-auto8,8,1,1596160348.0,1594527000.0
parse_e2e,67108864,cand-auto16,16,1,1647365927.0,1621069000.0
parse_e2e,67108864,cand-on8,8,1,1667902061.0,1640220000.0
parse_e2e,67108864,cand-on8,8,2,1629433932.0,1603535000.0
parse_e2e,67108864,cand-auto16,16,2,1628185437.0,1602778000.0
parse_e2e,67108864,cand-auto8,8,2,1617670836.0,1615934000.0
parse_e2e,67108864,cand-off,1,2,1632264715.0,1630706000.0
parse_e2e,67108864,oracle,1,2,663404225.0,662559000.0
parse_e2e,67108864,oracle,1,3,654999972.0,654253000.0
parse_e2e,67108864,cand-off,1,3,1611813827.0,1610261000.0
parse_e2e,67108864,cand-auto8,8,3,1611629362.0,1609737000.0
parse_e2e,67108864,cand-auto16,16,3,1627636315.0,1626002000.0
parse_e2e,67108864,cand-on8,8,3,1601864233.0,1600317000.0
parse_e2e,67108864,cand-on8,8,4,1602271088.0,1600846000.0
parse_e2e,67108864,cand-auto16,16,4,1603517166.0,1602048000.0
parse_e2e,67108864,cand-auto8,8,4,1609665258.0,1608226000.0
parse_e2e,67108864,cand-off,1,4,1610757028.0,1609287000.0
parse_e2e,67108864,oracle,1,4,646913519.0,646296000.0
parse_e2e,67108864,oracle,1,5,657056352.0,656421000.0
parse_e2e,67108864,cand-off,1,5,1600546051.0,1598993000.0
parse_e2e,67108864,cand-auto8,8,5,1579343919.0,1577898000.0
parse_e2e,67108864,cand-auto16,16,5,1611473524.0,1609948000.0
parse_e2e,67108864,cand-on8,8,5,1620135810.0,1618675000.0
parse_e2e,67108864,cand-on8,8,6,1607996024.0,1606542000.0
parse_e2e,67108864,cand-auto16,16,6,1595907302.0,1594532000.0
parse_e2e,67108864,cand-auto8,8,6,1615141768.0,1613719000.0
parse_e2e,67108864,cand-off,1,6,1608584503.0,1606609000.0
parse_e2e,67108864,oracle,1,6,661746618.0,650999000.0
parse_e2e,67108864,oracle,1,7,652298235.0,651669000.0
parse_e2e,67108864,cand-off,1,7,1599429387.0,1597651000.0
parse_e2e,67108864,cand-auto8,8,7,1624694230.0,1622864000.0
parse_e2e,67108864,cand-auto16,16,7,1605920369.0,1604454000.0
parse_e2e,67108864,cand-on8,8,7,1603157373.0,1601243000.0
